customer_id,name,email,phone,address,loyalty_points,birthday,registration_date
CUST0185,Michelle Roberts,padillawilliam@example.com,(587)658-9549x0126,"2430 Bruce Light, Aliciaborough, IA 07049",513,2000-08-18,2024-06-13
CUST0186,Sandra Dixon,xrobertson@example.org,001-344-970-4525,"99809 Mclaughlin Tunnel, Wrightberg, VT 13535",154,1982-12-14,2023-09-18
CUST0187,John Shannon,ksmith@example.net,(702)477-3790,"331 Kyle Pines Suite 036, Lake Adamtown, ND 84003",980,1993-09-25,2024-12-28
CUST0188,James Montes,pperez@example.net,+1-280-766-5035x594,"USNV Jacobs, FPO AP 53865",63,1971-12-19,2022-10-30
CUST0189,Susan Hardy,angelastevens@example.net,218.256.1495x31455,"92492 Barnes Rapids Suite 186, North Charles, AZ 31217",461,1959-06-28,2024-11-28
CUST0190,James Adkins,tamara47@example.org,6735246569,"1750 Collier Fall Apt. 881, South Bailey, RI 99098",105,2004-09-24,2021-06-18
CUST0191,Lisa Holland,aaronmoore@example.com,3914777401,"80566 Gonzalez Lock, North Willie, SD 06691",830,1985-06-11,2022-03-04
CUST0192,Felicia Powers,terri37@example.org,206-819-2763x651,"16430 Hoffman Meadow, Lake Johnchester, DC 91271",920,1998-12-26,2024-01-28
CUST0193,Bailey Collins,marioroman@example.com,821.481.9227,"98988 Deleon Pines, East Vincent, OR 62882",857,1954-06-15,2021-01-15
CUST0194,Amber Powers,mitchelljay@example.org,(858)944-4163x707,"822 Andrews Wells, New Lacey, KY 01591",351,1991-08-13,2023-04-15
CUST0195,Dylan Boyd,alvarezroy@example.net,681.710.3090,"1924 Wilkins Alley, Nunezbury, IL 07724",731,1967-03-22,2023-11-13
CUST0196,Daniel Heath,ujohnson@example.net,+1-259-533-8659x416,"Unit 9595 Box 6764, DPO AA 21482",86,1964-02-01,2024-08-16
CUST0197,Holly Hall,hwright@example.org,(999)580-6178x403,"706 Watkins Place Suite 909, Thomaschester, CA 83209",516,1982-06-03,2024-01-29
CUST0198,Rachel Smith,kathleen33@example.net,720-917-6535,"222 Mitchell Fort, Mitchelltown, NV 59541",661,1962-01-31,2023-12-26
CUST0199,Charles Spears,padillazachary@example.net,(448)477-9611x15666,"4001 Hernandez Center Suite 780, Moonburgh, AR 92644",176,1961-09-21,2021-09-11
CUST0200,Henry Hamilton,ashley82@example.org,4246675029,"0862 Tamara Summit Suite 588, South Don, MS 81920",40,1955-05-07,2023-04-09
